DNo,Location,Social Category,Income,prim_Girls_social_cat,prim_Girls_income,prim_Boys_social_cat,prim_Boys_income,prim_Overall_social_cat,prim_Overall_income,upPrim_Girls_social_cat,upPrim_Girls_income,upPrim_Boys_social_cat,upPrim_Boys_income,upPrim_Overall_social_cat,upPrim_Overall_income,snr_Girls_social_cat,snr_Girls_income,snr_Boys_social_cat,snr_Boys_income,snr_Overall_social_cat,snr_Overall_income
10525,RAJNANDGAON,SC,High,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736,0.18625826,99.813736
10525,RAJNANDGAON,ST,High,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254,0.63746065,99.36254
10525,RAJNANDGAON,Overall,High,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791,6.1820946,93.81791
10526,SUKMA,General,High,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738,0.43261275,99.56738
10526,SUKMA,OBC,High,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975,0.038024724,99.961975
10526,SUKMA,SC,High,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958,1.1004226,98.89958
10526,SUKMA,Overall,High,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246,10.497544,89.50246
10527,SURAJPUR,General,High,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238,2.0176167,97.98238
10527,SURAJPUR,OBC,High,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825,0.43217736,99.567825
10527,SURAJPUR,SC,High,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697,0.043023456,99.95697
10527,SURAJPUR,ST,High,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872,0.55127496,99.44872
10527,SURAJPUR,Overall,High,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435,11.335645,88.66435
10528,SURGUJA,General,High,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585,0.22414117,99.77585
10528,SURGUJA,OBC,High,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665,34.668343,65.331665
10528,SURGUJA,SC,High,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011,5.849888,94.15011
10528,SURGUJA,ST,High,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874,0.8541326,99.145874
10601,DADRAANDNAGARHAVELI(DIST),General,High,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607,1.6539335,98.34607
10601,DADRAANDNAGARHAVELI(DIST),SC,High,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656,8.603433,91.39656
10601,DADRAANDNAGARHAVELI(DIST),ST,High,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824,1.0817597,98.91824
10601,DADRAANDNAGARHAVELI(DIST),Overall,High,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288,2.5712054,97.4288
10602,DAMAN(DIST),General,High,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745,0.21254626,99.78745
10602,DAMAN(DIST),SC,High,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266,10.047345,89.95266
10602,DAMAN(DIST),ST,High,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436,1.0756325,98.92436
10602,DAMAN(DIST),Overall,High,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053,0.09470685,99.9053
10603,DIU(DIST),General,High,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136,0.843865,99.156136
10603,DIU(DIST),OBC,High,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664,0.12335994,99.87664
10603,DIU(DIST),SC,High,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393,0.8360679,99.16393
10603,DIU(DIST),ST,High,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405,3.1859488,96.81405
10603,DIU(DIST),Overall,High,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215,2.015784,97.984215
10701,Central,OBC,High,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803,48.90197,51.09803
10701,Central,SC,High,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636,1.6236417,98.37636
10701,Central,ST,High,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464,1.3453617,98.65464
10702,East,General,High,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294,35.64706,64.35294
10702,East,OBC,High,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111,0.9988935,99.00111
10702,East,SC,High,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035,36.00796,63.992035
10702,East,ST,High,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504,2.6549697,97.34504
10702,East,Overall,High,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094,0.2690524,99.73094
10703,NewDelhi,General,High,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812,3.521876,96.47812
10703,NewDelhi,SC,High,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632,1.8036852,98.19632
10703,NewDelhi,Overall,High,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381,1.9261916,98.07381
10704,North,General,High,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974,0.57025564,99.42974
10704,North,OBC,High,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434,1.8455589,98.154434
10704,North,SC,High,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569,6.3743105,93.62569
10704,North,ST,High,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925,0.010753112,99.98925
10704,North,Overall,High,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871,0.8212893,99.17871
10705,NorthEast,General,High,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444,0.1755561,99.82444
10705,NorthEast,OBC,High,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106,0.7989423,99.20106
10705,NorthEast,SC,High,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671,0.76328856,99.23671
10705,NorthEast,ST,High,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236,0.9157669,99.084236
10705,NorthEast,Overall,High,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105,31.108946,68.89105
10706,NorthWestA,General,High,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225,1.2777522,98.72225
10706,NorthWestA,OBC,High,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683,0.23316903,99.76683
10706,NorthWestA,SC,High,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954,0.77045953,99.22954
10706,NorthWestA,ST,High,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175,4.8458138,95.154175
10706,NorthWestA,Overall,High,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836,0.07616978,99.923836
10707,NorthWestB,General,High,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987,1.5201236,98.47987
10707,NorthWestB,OBC,High,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813,0.5618616,99.43813
10707,NorthWestB,SC,High,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587,0.08412207,99.91587
10707,NorthWestB,ST,High,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536,2.0446355,97.95536
10707,NorthWestB,Overall,High,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641,6.7935905,93.20641
10708,South,General,High,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716,0.13285075,99.86716
10708,South,SC,High,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025,44.183975,55.816025
10708,South,ST,High,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956,1.4304466,98.56956
10709,SouthEast,General,High,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265,20.940731,79.059265
10709,SouthEast,OBC,High,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025,0.3089714,99.691025
10709,SouthEast,SC,High,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302,12.569811,87.4302
10709,SouthEast,ST,High,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324,0.21467663,99.785324
10709,SouthEast,Overall,High,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433,0.285667,99.71433
10710,SouthWestA,General,High,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174,22.983824,77.016174
10710,SouthWestA,OBC,High,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066,1.1609349,98.839066
10710,SouthWestA,SC,High,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943,0.56057346,99.43943
10710,SouthWestA,ST,High,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789,0.53211623,99.46789
10710,SouthWestA,Overall,High,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114,3.4885998,96.5114
10711,SouthWestB,General,High,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149,0.17851594,99.82149
10711,SouthWestB,OBC,High,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045,1.6295552,98.37045
10711,SouthWestB,SC,High,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189,11.798114,88.20189
10711,SouthWestB,ST,High,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814,12.328183,87.671814
10711,SouthWestB,Overall,High,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277,1.3572303,98.64277
10712,WestA,General,High,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967,0.23033473,99.76967
10712,WestA,OBC,High,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884,16.22116,83.77884
10712,WestA,SC,High,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606,0.15393457,99.84606
10712,WestA,ST,High,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138,3.0586193,96.94138
10712,WestA,Overall,High,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042,13.295801,86.7042
10713,WestB,General,High,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349,0.076512024,99.92349
10713,WestB,OBC,High,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716,5.483288,94.516716
10713,WestB,ST,High,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216,0.08783717,99.91216
10713,WestB,Overall,High,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521,16.19479,83.80521
10801,NORTHGOA,OBC,High,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404,0.082594275,99.917404
10801,NORTHGOA,SC,High,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504,0.27496663,99.72504
10801,NORTHGOA,ST,High,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003,0.5999733,99.40003
10801,NORTHGOA,Overall,High,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553,43.867447,56.132553
10802,SOUTHGOA,General,High,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254,1.9774605,98.02254
10802,SOUTHGOA,SC,High,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714,0.9628659,99.03714
10802,SOUTHGOA,Overall,High,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465,0.915535,99.084465
10901,AHMEDABAD,General,High,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695,0.54230636,99.457695
10901,AHMEDABAD,OBC,High,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872,0.2128026,99.7872
10901,AHMEDABAD,SC,High,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514,0.30486712,99.69514
10901,AHMEDABAD,ST,High,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092,1.7490767,98.25092
10901,AHMEDABAD,Overall,High,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258,4.757424,95.24258
10902,AMRELI,General,High,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395,0.4760461,99.52395
10902,AMRELI,OBC,High,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669,6.963305,93.03669
10902,AMRELI,SC,High,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146,1.0854012,98.9146
10902,AMRELI,ST,High,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087,4.2191334,95.78087
10902,AMRELI,Overall,High,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387,0.056127544,99.94387
10903,ANAND,General,High,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931,0.42069256,99.57931
10903,ANAND,OBC,High,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127,15.728728,84.27127
10903,ANAND,SC,High,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853,1.2714666,98.72853
10903,ANAND,Overall,High,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605,0.2139505,99.78605
10904,ARAVALLI,General,High,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096,2.6739125,97.326096
10904,ARAVALLI,OBC,High,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954,1.0704538,98.92954
10904,ARAVALLI,SC,High,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153,0.3484659,99.65153
10904,ARAVALLI,ST,High,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805,5.5919595,94.40805
10905,BANASKANTHA,General,High,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675,1.4093326,98.590675
10905,BANASKANTHA,OBC,High,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696,0.48304,99.51696
10905,BANASKANTHA,SC,High,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831,10.331681,89.66831
10905,BANASKANTHA,ST,High,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767,0.21233319,99.78767
10905,BANASKANTHA,Overall,High,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435,0.03565292,99.96435
10906,BHARUCH,General,High,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016,2.4398415,97.56016
10906,BHARUCH,OBC,High,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078,3.9592226,96.04078
10906,BHARUCH,SC,High,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941,0.24058828,99.75941
10906,BHARUCH,ST,High,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244,18.207554,81.79244
10906,BHARUCH,Overall,High,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696,0.863037,99.13696
10907,BHAVNAGAR,General,High,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003,0.29970136,99.7003
